date,open,high,low,volume,close,volume,close,K,D,MA6,MA12,RSI,WILLR,MOM,MOM_avg6,MACD,DIF,BIAS6,BIAS3_6,high,volume,K,D,MA6,MA12,RSI,WILLR,MOM,MOM_avg6,MACD,DIF,BIAS6,BIAS3_6,low,volume,K,D,MA6,MA12,RSI,WILLR,MOM,MOM_avg6,MACD,DIF,BIAS6,BIAS3_6
2003/8/15,42.66,43.5,42.66,8705,42.72,8705,42.72,90.29011681291081,74.89740527673332,41.38333333333333,41.13333333333335,74.36301041169861,-20.418848167539295,2.019999999999996,0.5,0.5200616443694273,0.5261304180469182,3.2299637535239616,-2.6886599173272,43.5,8705,90.29011681291081,74.89740527673332,41.671666666666674,41.405,78.58468988607554,-20.418848167539295,2.729999999999997,0.5333333333333314,0.49392917207455866,0.5123121548992557,4.3874735031796,-2.8310532697165707,42.66,8705,90.29011681291081,74.89740527673332,40.97666666666669,40.7575,79.31731630637962,-20.418848167539295,2.6899999999999977,0.4383333333333397,0.5428696391839907,0.5507574942462554,4.1080289595705155,-2.2617771690245974
2003/8/18,43.0,43.1,42.52,4295,42.8,4295,42.8,84.18191436962981,84.42033470679416,41.81999999999999,41.294166666666676,75.08171406577691,-18.324607329843005,2.6199999999999974,1.0516666666666552,0.5998746592745903,0.6050097754632304,2.3433763749402123,-1.889613270574694,43.1,4295,84.18191436962981,84.42033470679416,42.07166666666667,41.580000000000005,69.81288306306345,-18.324607329843005,2.3999999999999986,0.9833333333333343,0.5756814935861598,0.5912363252070563,2.444241968070328,-2.3280979494872582,42.52,4295,84.18191436962981,84.42033470679416,41.36666666666669,40.93083333333333,75.6180608544643,-18.324607329843005,2.3400000000000034,0.8716666666666697,0.6294162827927678,0.6360906216916078,2.788074133763136,-2.489285015977324
2003/8/19,43.5,43.6,42.8,6286,43.0,6286,43.0,81.98347401787935,85.48516840014001,42.30333333333333,41.41083333333334,77.01480495519357,-15.30612244897962,2.8999999999999986,1.7849999999999895,0.6715244611601179,0.6758695594735826,1.6468363407138888,-1.2733536142899773,43.6,6286,81.98347401787935,85.48516840014001,42.64166666666667,41.74666666666667,74.14232437863426,-15.30612244897962,3.4200000000000017,1.7899999999999991,0.6730580247580775,0.6862198053603734,2.247410592143806,-1.7865810990562419,42.8,6286,81.98347401787935,85.48516840014001,41.886666666666684,41.07666666666667,78.07247155582905,-15.30612244897962,3.1199999999999974,1.6199999999999974,0.7123868294059932,0.7180343469357808,2.180487028489594,-1.8523107509462433
2003/8/20,42.8,43.28,42.8,4201,43.19,4201,43.19,85.30336218256927,83.82291685669283,42.74333333333333,41.56000000000001,78.8824031875886,-10.459183673469477,2.6400000000000006,2.366666666666667,0.7351643405728794,0.7388409622227314,1.0449972705295145,-0.5953500110520313,43.28,4201,85.30336218256927,83.82291685669283,43.080000000000005,41.89083333333334,66.78606100027316,-10.459183673469477,2.6300000000000026,2.3783333333333303,0.7161529363627679,0.7272898276416342,0.46425255338900057,-0.5719614316779521,42.8,4201,85.30336218256927,83.82291685669283,42.29666666666668,41.20916666666667,78.07247155582905,-10.459183673469477,2.4599999999999937,2.17499999999999,0.7692738749929262,0.7740525436719778,1.1900070927575164,-0.9714619788018822
2003/8/21,43.19,44.0,42.8,3518,44.0,3518,44.0,91.41156462585029,86.23280027543301,43.001666666666665,41.85166666666668,85.08295887081192,-0.0,1.5499999999999972,2.3000000000000043,0.8412620883683744,0.8443730759182486,2.32161544126197,-0.9313396904362576,44.0,3518,91.41156462585029,86.23280027543301,43.33833333333334,42.09,73.80374803213586,-0.0,1.5499999999999972,2.4966666666666626,0.7991913664078965,0.8086148897977026,1.5267469138175749,-0.6710011925461777,42.8,3518,91.41156462585029,86.23280027543301,42.596666666666685,41.40083333333334,78.07247155582905,-0.0,1.7999999999999972,2.3916666666666657,0.8050768437576963,0.8091203326399707,0.4773456451991712,-0.4773456451991878
2003/8/22,44.0,44.59,43.95,6243,44.04,6243,44.04,92.19987995198072,89.63826892013346,43.291666666666664,42.169166666666676,85.3380723518016,-11.201629327902317,1.740000000000002,2.2450000000000045,0.917990955292268,0.9206233293729369,1.7285851780558266,-1.0503865954146616,44.59,6243,92.19987995198072,89.63826892013346,43.67833333333334,42.4475,78.31015854254579,-11.201629327902317,2.0400000000000063,2.461666666666666,0.9022078985924438,0.9101816491530528,2.08722860304496,-0.6464156812280202,43.95,6243,92.19987995198072,89.63826892013346,42.92166666666668,41.725,87.2100532934931,-11.201629327902317,1.9500000000000028,2.3933333333333238,0.9156908296131974,0.919112243282818,2.3958373781695737,-0.6204610755837019
2003/8/25,44.1,44.39,43.79,4937,44.35,4937,44.35,93.45786225353645,92.35643561045585,43.56333333333333,42.47333333333335,87.35004731133574,-4.887983706721014,1.6300000000000026,2.1799999999999997,0.992374073762079,0.9946014672149488,1.8057999846966153,-1.3072729056120787,44.39,4937,93.45786225353645,92.35643561045585,43.826666666666675,42.74916666666667,73.1886868423893,-4.887983706721014,0.8900000000000006,2.155000000000001,0.9566828694083469,0.9634298891134776,1.2853665956799167,-1.1424879673147348,43.79,4937,93.45786225353645,92.35643561045585,43.110000000000014,42.04333333333334,81.53720950836491,-4.887983706721014,1.1300000000000026,2.1333333333333258,0.9791554529516873,0.982050495287524,1.5773602412433472,-0.9415398030635022
2003/8/26,44.25,44.25,43.4,8544,43.46,8544,43.46,78.91474771042188,88.19082997197971,43.673333333333325,42.74666666666668,59.31042786292752,-23.014256619144636,0.6600000000000037,1.8533333333333317,0.9683451885317282,0.9702299060687736,-0.48847504197830277,-0.6264282572253261,44.25,8544,78.91474771042188,88.19082997197971,44.01833333333334,43.044999999999995,69.3773804951927,-23.014256619144636,1.1499999999999986,1.9466666666666654,0.9772922297979179,0.9830012464714954,0.5262958615728027,-0.8865750779654994,43.4,8544,78.91474771042188,88.19082997197971,43.25666666666668,42.31166666666667,68.50337728885803,-23.014256619144636,0.8799999999999955,1.8899999999999935,0.9866088706333898,0.9890585218406329,0.33135547507129076,-1.0481466905662122
2003/8/27,43.28,43.97,43.28,6352,43.62,6352,43.62,67.60850540673707,79.99370512356515,43.776666666666664,43.04000000000001,61.94569126069831,-22.823529411764845,0.6199999999999974,1.4733333333333363,0.9512473988095849,0.9528421598024721,-0.3578771034797829,-0.07581383466220482,43.97,6352,67.60850540673707,79.99370512356515,44.080000000000005,43.360833333333325,61.6698691651118,-22.823529411764845,0.36999999999999744,1.4383333333333326,0.9599657488518787,0.9647964552679866,-0.24954627949184782,-0.27831738086557745,43.28,6352,67.60850540673707,79.99370512356515,43.33666666666668,42.61166666666667,64.68550713160678,-22.823529411764845,0.480000000000004,1.4499999999999957,0.9716323873853483,0.9737051691760925,-0.13075917237131915,-0.3521104528298947
2003/8/28,43.63,43.95,43.49,4754,43.56,4754,43.56,53.250766294244414,66.59133980380115,43.83833333333333,43.290833333333346,60.191454299735746,-28.6908077994429,0.37000000000000455,1.0949999999999989,0.9222249436277394,0.9235743567755677,-0.6349085655628535,0.6655270591329583,43.95,4754,53.250766294244414,66.59133980380115,44.19166666666667,43.63583333333333,61.08815917473053,-28.6908077994429,0.6700000000000017,1.1116666666666646,0.9338556484086666,0.9379431692222937,-0.5468602677729437,0.30474783681281103,43.49,4754,53.250766294244414,66.59133980380115,43.45166666666668,42.87416666666667,68.38560598870863,-28.6908077994429,0.6900000000000048,1.1550000000000011,0.9655780784316264,0.9673319707161028,0.08822062828433481,0.1422472214505976
